hanzi,pinyin,english,page
盈利,yínglì,v. to profit; n. profit,170
营救,yíngjiù,to rescue,170
营造,yíngzào,to build,170
赢家,yíngjiā,winner,170
影像,yǐngxiàng,image,170
应酬,yìngchou,v. to engage in social activities; n. social interaction,170
应付,yìngfu,to handle,170
应聘,yìngpìn,to accept a job offer,170
应邀,yìngyāo,on invitation,170
映,yìng,to reflect,170
硬币,yìngbì,coin,170
硬朗,yìnglang,robust,170
硬盘,yìngpán,hard disk,170
拥护,yōnghù,to support,170
拥挤,yōngjǐ,v. to crowd; adj. crowded,170
庸俗,yōngsú,vulgar,170
永不,yǒng bù,never,170
永恒,yǒnghéng,eternal,170
永久,yǒngjiǔ,permanent,170
勇往直前,yǒngwǎngzhíqián,to march forward bravely,170
勇于,yǒngyú,to be brave in; to have the courage to,170
涌,yǒng,to surge,170
涌入,yǒngrù,to come pouring in,170
涌现,yǒngxiàn,to emerge in large numbers,170
踊跃,yǒngyuè,v. to leap; adj. eager,170
用餐,yòngcān,to dine,171
用功,yònggōng,diligent; studious,171
用力,yònglì,to exert oneself physically,171
用人,yòngrén,to choose a person for a job,171
用意,yòngyì,intention,171
优,yōu,excellent,171
优化,yōuhuà,to optimize,171
优雅,yōuyǎ,graceful; elegant,171
优异,yōuyì,outstanding; exceptional,171
优越,yōuyuè,superior,171
忧愁,yōuchóu,troubled; depressed,171
忧虑,yōulǜ,to be concerned,171
忧郁,yōuyù,melancholy,171
悠久,yōujiǔ,long-standing,171
悠闲,yōuxián,laid back,171
尤为,yóuwéi,especially,171
由此看来,yóucǐkànlái,thereby; in light of this,171
由此可见,yóucǐkějiàn,it can be seen,171
由来,yóulái,origin,171
由衷,yóuzhōng,sincere,171
邮编,yóubiān,post code,171
邮政,yóuzhèng,postal service,171
犹如,yóurú,just like,171
犹豫不决,yóuyùbùjué,to be hesitant,171
油画,yóuhuà,oil painting,171
游船,yóuchuán,cruise ship,171
游览,yóulǎn,to go sight-seeing,171
友情,yǒuqíng,friendship,171
友人,yǒurén,friend,171
友善,yǒushàn,friendly,171
有待,yǒudài,to remain to be done,172
有的放矢,yǒudìfàngshǐ,to have a definite objective,172
有机,yǒujī,organic,172
有口无心,yǒukǒuwúxīn,One's bark is worse than his bite.,172
有两下子,yǒu liǎngxiàzi,to have real skill,172
有声有色,yǒushēngyǒusè,dazzling,172
有所,yǒusuǒ,somewhat,172
有所不同,yǒu suǒ bù tóng,to differ to some extent,172
有望,yǒuwàng,to be hopeful,172
有效期,yǒuxiàoqī,validity period,172
有幸,yǒuxìng,lucky,172
有序,yǒuxù,orderly,172
有益,yǒuyì,beneficial,172
有意,yǒuyì,v. to intend; adv. intentionally,172
有朝一日,yǒuzhāoyírì,one day; if by chance…,172
有助于,yǒuzhùyú,to be helpful to,172
幼稚,yòuzhì,childish,172
诱饵,yòu'ěr,bait,172
诱发,yòufā,to induce,172
诱惑,yòuhuò,v. to captivate; n. trap,172
诱人,yòurén,seductive,172
余,yú,v. to remain; math. remainder,172
余地,yúdì,spare room; leeway,172
余额,yú'é,balance; remainder,172
渔船,yúchuán,fishing boat,172
渔民,yúmín,fisherman,172
逾期,yúqī,to be overdue,172
愚蠢,yúchǔn,foolish,172
愚公移山,yúgōngyíshān,to do seemingly impossible things and succeed eventually through perseverance,172
舆论,yúlùn,public opinion,173
与此同时,yǔcǐtóngshí,at the same time,173
与否,yǔ fǒu,whether or not,173
与其,yǔqí,better than,173
与日俱增,yǔrìjùzēng,increasing; with each passing day,173
与时俱进,yǔshíjùjìn,to keep pace with the times,173
与众不同,yǔzhòngbùtóng,unique,173
予以,yǔyǐ,to give,173
宇宙,yǔzhòu,universe,173
语气,yǔqì,tone,173
浴室,yùshì,bathroom,173
预定,yùdìng,to reserve,173
预感,yùgǎn,v. to have a hunch; n. premonition,173
预告,yùgào,v. to announce in advance; n. advanced notice,173
预见,yùjiàn,v. to foresee; n. foresight,173
预料,yùliào,v. to expect; n. expectation,173
预赛,yùsài,v. to hold a preliminary competition; n. preliminary,173
预示,yùshì,to indicate,173
预售,yùshòu,to book in advance,173
预算,yùsuàn,budget,173
预先,yùxiān,in advance,173
预言,yùyán,v. to predict; n. prophecy,173
预兆,yùzhào,n. omen; v. to be an omen,173
欲望,yùwàng,desire,173
遇难,yùnàn,to be killed in an accident,173
遇上,yùshang,to encounter,173
遇险,yùxiǎn,to be in danger,173
寓言,yùyán,fable,173
寓意,yùyì,implication,173
愈合,yùhé,to heal,173
愈来愈,yù lái yù,more and more,174
愈演愈烈,yùyǎnyùliè,to intensify,174
冤,yuān,n. injustice; adj. wronged,174
冤枉,yuānwang,v. to wrong; adj. not worthwhile,174
渊源,yuānyuán,origin,174
元老,yuánlǎo,founding member; elder,174
元首,yuánshǒu,head of state,174
元宵节,Yuánxiāo Jié,Lantern Festival,174
原本,yuánběn,originally,174
原材料,yuáncáiliào,raw material,174
原创,yuánchuàng,to originate,174
原地,yuándì,place of origin,174
原型,yuánxíng,prototype,174
原汁原味,yuánzhīyuánwèi,original flavor; authentic,174
原装,yuánzhuāng,original packing; genuine product,174
圆形,yuánxíng,round,174
缘分,yuán∙fèn,fate,174
源泉,yuánquán,source; fountainhead,174
源头,yuántóu,source; fountainhead,174
源于,yuányú,to derive from,174
源源不断,yuányuánbúduàn,a steady flow,174
远程,yuǎnchéng,long-distance,174
远见,yuǎnjiàn,vision,174
远近闻名,yuǎnjìnwénmíng,to be well-known,174
怨恨,yuànhèn,v. to resent; n. resentment,174
怨气,yuànqì,resentment,174
怨言,yuànyán,complaint,174
院士,yuànshì,academician,174
曰,yuē,to say,174
约定俗成,yuēdìngsúchéng,accepted through convention,174
月初,yuèchū,the beginning of the month,175
月票,yuèpiào,monthly ticket,175
乐器,yuèqì,musical instrument,175
岳父,yuèfù,father-in-law,175
岳母,yuèmǔ,mother-in-law,175
阅历,yuèlì,v. to experience; n. experiences,175
悦耳,yuè'ěr,pleasant sounding,175
越发,yuèfā,all the more,175
越过,yuèguò,to cross,175
晕倒,yūndǎo,to faint,175
陨石,yǔnshí,meteorite,175
孕妇,yùnfù,pregnant woman,175
孕育,yùnyù,to give birth to,175
运河,yùnhé,canal,175
运送,yùnsòng,to transport,175
运营,yùnyíng,to operate (an institution); (of vehicles) to be in operation,175
运转,yùnzhuǎn,(of machines) to run,175
酝酿,yùnniàng,to brew; to ferment,175
韵味,yùnwèi,lingering charm,175
蕴藏,yùncáng,to contain,175
蕴涵,yùnhán,implication,175
杂技,zájì,acrobatics,175
杂交,zájiāo,to hybridize,175
杂乱无章,záluànwúzhāng,chaotic,175
砸,zá,to smash,175
栽,zāi,to plant,175
栽培,zāipéi,to cultivate,175
宰,zǎi,to slaughter,175
再度,zàidù,once again,175
再现,zàixiàn,to reproduce (a past event),176
在线,zàixiàn,to be online,176
在意,zàiyì,to care,176
在职,zàizhí,to be at one's post; to be employed,176
载体,zàitǐ,carrier; medium,176
攒,zǎn,to hoard,176
暂,zàn,temporarily,176
赞不绝口,zànbùjuékǒu,to praise profusely,176
赞美,zànměi,to praise,176
赞叹,zàntàn,to praise highly,176
赞叹不已,zàntànbùyǐ,to praise repeatedly,176
赞同,zàntóng,to agree,176
赞许,zànxǔ,to approve of,176
赞扬,zànyáng,to praise,176
葬,zàng,to bury,176
葬礼,zànglǐ,funeral,176
遭殃,zāoyāng,to suffer disaster,176
凿,záo,to chisel,176
早年,zǎonián,early years,176
早日,zǎorì,adv. as early as possible; n. an early date,176
枣,zǎo,Chinese date; jujube,176
造福,zàofú,to benefit,176
造假,zàojiǎ,to counterfeit,176
造价,zàojià,cost (of building or manufacturing),176
造就,zàojiù,v. to train up; n. achievement,176
造纸术,zàozhǐshù,papermaking,176
噪声,zàoshēng,noise,176
噪音,zàoyīn,discordant noise,176
则1,zé,thus,176
则2,zé,"measure word for news, writing, etc.",176
责备,zébèi,to blame,177
责怪,zéguài,to blame,177
贼,zéi,thief,177
增收,zēngshōu,to increase income,177
增添,zēngtiān,to increase,177
扎根,zhāgēn,to take root,177
渣子,zhāzi,dregs; sediment,177
闸,zhá,brake,177
炸,zhá,to deep-fry,177
眨眼,zhǎyǎn,to blink,177
诈骗,zhàpiàn,to scam,177
榨,zhà,to squeeze,177
窄,zhǎi,narrow,177
债务,zhàiwù,debt,177
占卜,zhānbǔ,to practise divination,177
沾,zhān,to touch,177
沾光,zhānguāng,to benefit from association with someone or something,177
粘,zhān,to glue,177
瞻仰,zhānyǎng,to gaze at with reverence,177
斩,zhǎn,to cut,177
斩草除根,zhǎncǎochúgēn,to eradicate,177
盏,zhǎn,measure word for lamps,177
展出,zhǎnchū,to put on display,177
展览会,zhǎnlǎnhuì,exhibition,177
展望,zhǎnwàng,to look forward to,177
崭新,zhǎnxīn,brand new,177
占用,zhànyòng,to occupy,177
站立,zhànlì,to stand,177
绽放,zhànfàng,to bloom,177
蘸,zhàn,"to dip in (ink, sauce, etc.)",178
张灯结彩,zhāngdēngjiécǎi,decorate with lights and colors,178
张贴,zhāngtiē,to post (a notice),178
张扬,zhāngyáng,to make widely known,178
长辈,zhǎngbèi,elder,178
长相,zhǎngxiàng,"looks, appearance",178
掌管,zhǎngguǎn,to control,178
帐篷,zhàngpeng,tent,178
帐子,zhàngzi,mosquito net,178
账单,zhàngdān,bill,178
账号,zhànghào,account number,178
胀,zhàng,to be bloated,178
招标,zhāobiāo,to invite bids,178
招待,zhāodài,to entertain; to receive (guests),178
招待会,zhāodàihuì,reception,178
招揽,zhāolǎn,to solicit,178
招募,zhāomù,to recruit,178
招牌,zhāopai,shop sign,178
招收,zhāoshōu,to recruit,178
招数,zhāoshù,"a move (in chess, martial arts, etc.); a trick",178
朝气蓬勃,zhāoqìpéngbó,full of youthful vigor,178
朝三暮四,zhāosānmùsì,to change something that is already settled,178
朝夕相处,zhāoxīxiāngchǔ,to spend all one's time together,178
着迷,zháomí,to fascinate,178
沼泽,zhǎozé,swamp,178
召集,zhàojí,to convene,178
兆头,zhàotou,sign; omen,178
照办,zhàobàn,to comply with,178
照常,zhàocháng,v. to do something as usual; adv. as usual,178
照例,zhàolì,as usual,178
照料,zhàoliào,to take care of,179
照明,zhàomíng,to illuminate,179
罩,zhào,v. to cover; n. cover,179
肇事,zhàoshì,to cause trouble,179
折腾,zhēteng,to toss about,179
遮,zhē,to cover,179
遮盖,zhēgài,to cover up,179
折叠,zhédié,to fold,179
折合,zhéhé,to amount to,179
折扣,zhékòu,discount,179
折磨,zhé∙mó,to torture,179
折射,zhéshè,to refract,179
这会儿,zhèhuìr,this moment,179
这样一来,zhèyàngyìlái,thus,179
针锋相对,zhēnfēngxiāngduì,tit-for-tat,179
针灸,zhēnjiǔ,acupuncture and moxibustion,179
侦察,zhēnchá,to scout,179
珍藏,zhēncáng,"v. to collect (rare books, art, etc.); n. collection",179
珍视,zhēnshì,to value,179
珍重,zhēnzhòng,to treasure,179
真假,zhēnjiǎ,true and false,179
真空,zhēnkōng,vacuum,179
真情,zhēnqíng,truth,179
真是的,zhēnshide,Come on!; Really!,179
真心,zhēnxīn,sincerity,179
真挚,zhēnzhì,sincere,179
诊所,zhěnsuǒ,clinic,179
枕头,zhěntou,pillow,179
阵容,zhènróng,lineup,179
阵营,zhènyíng,camp; faction,179
振奋,zhènfèn,adj. inspiring; v. to inspire,180
振兴,zhènxīng,to revitalize,180
振作,zhènzuò,adj. in high spirits; v. to cheer up,180
震,zhèn,to shake,180
震动,zhèndòng,to quake,180
震撼,zhènhàn,to shake,180
镇定,zhèndìng,adj. calm; v. to calm,180
争吵,zhēngchǎo,to quarrel,180
争端,zhēngduān,dispute,180
争分夺秒,zhēngfēnduómiǎo,to race against time,180
争光,zhēngguāng,to win glory for,180
争气,zhēngqì,to make a good showing,180
争先恐后,zhēngxiānkǒnghòu,to strive to outdo one another,180
争执,zhēngzhí,to dispute,180
征,zhēng,to levy (taxes); to draft (troops),180
征集,zhēngjí,to collect,180
征收,zhēngshōu,"to collect (money, tax, etc.)",180
挣扎,zhēngzhá,to struggle,180
症结,zhēngjié,crux,180
睁,zhēng,to open (eyes),180
蒸,zhēng,to steam,180
拯救,zhěngjiù,to rescue,180
整合,zhěnghé,to integrate,180
整洁,zhěngjié,tidy,180
整数,zhěngshù,integer; whole number,180
正面,zhèngmiàn,n. front side; adj. front,180
正能量,zhèngnéngliàng,positive energy,180
正视,zhèngshì,to face squarely,180
正直,zhèngzhí,upright,180
正宗,zhèngzōng,n. orthodox school; adj. authentic,180
证人,zhèng∙rén,witness,181
郑重,zhèngzhòng,solemn,181
之1,zhī,third person pronoun,181
之2,zhī,of,181
之所以,zhīsuǒyǐ,the reason why,181
支票,zhīpiào,(banking) cheque; check,181
支柱,zhīzhù,pillar,181
汁,zhī,juice,181
芝麻,zhīma,sesame,181
芝士,zhīshì,cheese,181
知己,zhījǐ,adj. intimate; n. bosom friend,181
知觉,zhījué,perception,181
知识分子,zhīshi fènzǐ,intellectual,181
知足,zhīzú,content,181
肢体,zhītǐ,limbs,181
脂肪,zhīfáng,fat,181
执法,zhífǎ,enforce law,181
执意,zhíyì,insistent,181
执照,zhízhào,license,181
执着,zhízhuó,persevering,181
直奔,zhíbèn,to go straight to,181
直达,zhídá,to travel nonstop,181
直观,zhíguān,intuitive,181
直径,zhíjìng,diameter,181
直觉,zhíjué,intuition,181
直视,zhíshì,to look straight at,181
直至,zhízhì,until,181
值钱,zhíqián,valuable,181
职权,zhíquán,power,181
职业病,zhíyèbìng,occupational disease,181
职员,zhíyuán,staff member,182
止步,zhǐbù,to stop,182
止咳,zhǐ ké,to relieve a cough,182
止血,zhǐxuè,to stop bleeding,182
旨在,zhǐzài,to aim to do,182
指点,zhǐdiǎn,to point out,182
指教,zhǐjiào,to offer advice,182
指令,zhǐlìng,instruction,182
指南,zhǐnán,guide,182
指南针,zhǐnánzhēn,compass,182
指手画脚,zhǐshǒuhuàjiǎo,to criticize or give orders summarily,182
指望,zhǐ∙wàng,v. to count on; n. hope,182
指向,zhǐxiàng,v. to point to; n. direction,182
指引,zhǐyǐn,to point the way,182
至此,zhìcǐ,until this,182
至关重要,zhìguānzhòngyào,vital,182
志气,zhì∙qì,ambition,182
制,zhì,to regulate,182
制裁,zhìcái,to sanction,182
制服,zhìfú,uniform,182
制品,zhìpǐn,product,182
制止,zhìzhǐ,to stop,182
质地,zhìdì,texture,182
质朴,zhìpǔ,simple and unadorned,182
质问,zhìwèn,to question,182
质疑,zhìyí,to call into question,182
治学,zhìxué,to pursue one's studies,182
治愈,zhìyù,to be cured (of a disease),182
致,zhì,to cause,182
致辞,zhìcí,to make a speech,182
致富,zhìfù,to get rich,183
致敬,zhìjìng,to pay one's respects to,183
致力于,zhìlì yú,to dedicate oneself to,183
致命,zhìmìng,to be fatal,183
致使,zhìshǐ,v. to cause; conj. therefore,183
秩序,zhìxù,order; sequence,183
窒息,zhìxī,to suffocate,183
智商,zhìshāng,IQ,183
滞后,zhìhòu,to lag,183
滞留,zhìliú,to be detained,183
置,zhì,to set up,183
中国画,zhōngguóhuà,Chinese painting,183
中立,zhōnglì,to be neutral,183
中途,zhōngtú,halfway,183
中型,zhōngxíng,medium-sized,183
中性,zhōngxìng,n. neutrality; adj. neutral,183
中旬,zhōngxún,middle 10-day period of a month,183
中庸,zhōngyōng,n. golden mean (in Confucian thought); The Doctrine of the Mean; adj. ordinary,183
中止,zhōngzhǐ,to discontinue,183
忠诚,zhōngchéng,adj. loyal; n. loyalty,183
忠实,zhōngshí,loyal,183
忠于,zhōngyú,to be loyal to,183
忠贞,zhōngzhēn,loyal and steadfast,183
终结,zhōngjié,to end,183
终究,zhōngjiū,after all,183
终生,zhōngshēng,all one's life,183
衷心,zhōngxīn,heartfelt,183
肿瘤,zhǒngliú,tumor,183
种族,zhǒngzú,race; ethnicity,183
仲裁,zhòngcái,to arbitrate,184
众人,zhòngrén,everybody,184
众所周知,zhòngsuǒzhōuzhī,as everyone knows,184
众志成城,zhòngzhìchéngché,United we stand.,184
重创,zhòngchuāng,to inflict heavy losses; to maul,184
重量级,zhòngliàngjí,heavyweight,184
重任,zhòngrèn,heavy responsibility,184
重伤,zhòngshāng,serious injury,184
重心,zhòngxīn,focus,184
重型,zhòngxíng,heavy sentence; severe punishment,184
重中之重,zhòngzhōngzhīzhòng,top priority,184
周边,zhōubiān,periphery,184
周到,zhōudào,thoughtful,184
周密,zhōumì,careful,184
周旋,zhōuxuán,to deal with; to socialize,184
昼夜,zhòuyè,day and night,184
皱,zhòu,v. to wrinkle; n. wrinkle,184
骤然,zhòurán,suddenly,184
朱红,zhūhóng,scarlet,184
株,zhū,measure word for plants,184
诸多,zhūduō,a good deal of,184
诸如此类,zhūrúcǐlèi,and suchlike; things of that sort,184
竹竿,zhúgān,bamboo,184
逐年,zhúnián,year by year,184
主,zhǔ,host,184
主编,zhǔbiān,editor-in-chief,184
主妇,zhǔfù,housewife,184
主力,zhǔlì,main force,184
主权,zhǔquán,sovereignty,184
主人公,zhǔréngōng,protagonist,184
主食,zhǔshí,staple food,185
主题歌,zhǔtígē,theme song,185
主演,zhǔyǎn,v. to star in; n. leading actor,185
主页,zhǔyè,homepage,185
主义,zhǔyì,doctrine,185
主宰,zhǔzǎi,v. to dominate; n. domination,185
拄,zhǔ,lean on,185
嘱咐,zhǔ∙fù,to exhort,185
瞩目,zhǔmù,to focus the attention upon,185
助威,zhùwēi,to cheer for; to encourage,185
